name,class,D,t,state,Lr,Lr_unc,Lr_uplim_bool,Lx,Lx_unc_l,Lx_unc_u,Lx_uplim_bool
4U 1543-47,BH,5.0,59654.2191,HS,2.233413830040829e+29,1.1201752093405643e+28,0,8.338037177809421e+35,7.338223744613221e+34,8.271529664043443e+34,0
4U 1543-47,BH,5.0,59657.0687,HS,2.63169064472575e+29,1.3196071152824168e+28,0,1.205750891289518e+36,1.1504157253946007e+35,1.313161746845171e+35,0
4U 1543-47,BH,5.0,59666.0582,HS,2.6313076862500917e+29,1.3183486804040551e+28,0,9.654600640590092e+35,1.0300586308365632e+35,1.2162121937419336e+35,0
4U 1543-47,BH,5.0,59673.0362,HS,1.5743422934324153e+29,7.908885521902939e+27,0,2.2916079982596616e+35,2.751779220862045e+34,3.1940581327485467e+34,0
4U 1543-47,BH,5.0,59679.039,HS,7.965536293698428e+28,4.07090443647328e+27,0,1.4983942029041404e+35,1.6063709186959725e+34,1.7742713064346505e+34,0
4U 1543-47,BH,5.0,59685.1738,HS,8.214459302876505e+28,4.185223247992973e+27,0,1.442853695304844e+35,1.560216518296043e+34,1.7849190798575802e+34,0
4U 1543-47,BH,5.0,59706.0027,HS,2.8388711800570405e+29,1.4217119878859029e+28,0,3.2764809944917e+35,3.351724986863744e+34,3.8264369983410537e+34,0
4U 1543-47,BH,5.0,59727.0882,HS,1.807564005108489e+28,1.2619978069780887e+27,0,7.749528341951235e+34,9.33173018197499e+33,1.046852731371471e+34,0
4U 1543-47,BH,5.0,59742.9194,HS,1.1445097003532268e+30,5.723286539170022e+28,0,1.5441380010132456e+36,1.5609842687309503e+35,1.7783676646503105e+35,0
4U 1543-47,BH,5.0,59747.8676,HS,2.0239355438555863e+29,1.0148620887508076e+28,0,6.709104131597564e+35,1.2858496208039485e+35,1.3934190223631958e+35,0
4U 1543-47,BH,5.0,59763.8678,HS,5.499283710457183e+28,2.854322880884343e+27,0,9.148882171075364e+34,1.0455095622903486e+34,1.2201882157950304e+34,0
4U 1543-47,BH,5.0,59769.8216,HS,7.812352903434996e+27,7.923076760543512e+26,0,1.285443057978955e+34,2.236345292710516e+33,2.704197919814609e+33,0
4U 1630-47,candidateBH,11.5,58942.151,SS,1.0939591815662946e+29,8.176508639798542e+27,0,2.4927193477813907e+38,1.900771664793125e+37,2.0611932038146392e+37,0
4U 1630-47,candidateBH,11.5,58957.114,SS,6.077551008701636e+28,8.654436430117519e+27,0,3.1957631884993665e+38,3.3366170802741414e+37,3.761426894209305e+37,0
4U 1630-47,candidateBH,11.5,58964.171,SS,1.2155102017403272e+29,4.051700672467757e+28,1,3.1175194850746927e+38,3.186121397221256e+37,3.3516354649105416e+37,0
4U 1630-47,candidateBH,11.5,58970.991,SS,6.077551008701636e+28,2.0258503362338784e+28,1,2.4547237629954847e+38,2.444466732133172e+37,2.6631356388995165e+37,0
4U 1630-47,candidateBH,11.5,58978.144,SS,9.116326513052455e+28,3.0387755043508184e+28,1,2.0417696350050667e+38,1.9513816223069224e+37,2.135008784684052e+37,0
4U 1630-47,candidateBH,11.5,58986.144,SS,1.2155102017403272e+29,4.051700672467757e+28,1,1.6804889051195652e+38,1.7111509255970268e+37,1.9847357777704817e+37,0
4U 1630-47,candidateBH,11.5,59477.639,HS,3.585755095133966e+29,2.059229782412476e+28,0,7.548485918016923e+37,6.76564786465509e+36,7.722344341449116e+36,0
4U 1630-47,candidateBH,11.5,59484.385,SS,1.0412870728242136e+30,5.269119502757696e+28,0,1.2510770769478632e+38,1.3390381189469606e+37,1.4296195802781091e+37,0
4U 1630-47,candidateBH,11.5,59491.616,SS,3.727564618670337e+29,1.960370056704712e+28,0,4.130285875161647e+38,3.591675300317827e+37,3.819604723937063e+37,0
4U 1630-47,candidateBH,11.5,59496.616,SS,5.226693867483408e+29,2.802784257181044e+28,0,4.412864811424788e+38,4.511980012208969e+37,4.735928861108565e+37,0
4U 1630-47,candidateBH,11.5,59504.48,SS,3.8491156388443694e+29,2.0881987294963336e+28,0,2.4131088521952503e+38,2.316021943732402e+37,2.613728812158452e+37,0
4U 1630-47,candidateBH,11.5,59510.49,SS,4.416353732989856e+29,2.352168405385632e+28,0,1.832025168043777e+38,1.6971502170723446e+37,1.880368274545391e+37,0
4U 1630-47,candidateBH,11.5,60014.022,SS,9.116326513052455e+28,3.0387755043508184e+28,1,4.595906200437195e+38,4.0339303283083615e+37,4.326513179511941e+37,0
4U 1630-47,candidateBH,11.5,60015.229,SS,5.267210874208085e+28,8.520621512275188e+27,0,4.973563051343705e+38,4.835093737563319e+37,5.320598722041777e+37,0
4U 1630-47,candidateBH,11.5,60021.2,SS,5.874965975078249e+28,6.750217223575258e+27,0,4.097083485408038e+38,4.1105616310577713e+37,4.475893710081839e+37,0
4U 1630-47,candidateBH,11.5,60028.021,SS,9.116326513052455e+28,3.0387755043508184e+28,1,4.24750053763913e+38,3.8491647709060456e+37,4.393558912286112e+37,0
4U 1630-47,candidateBH,11.5,60035.285,SS,1.2155102017403272e+29,4.051700672467757e+28,1,4.138529405790738e+38,3.7966523972368296e+37,4.22994290070575e+37,0
4U 1630-47,candidateBH,11.5,60043.194,SS,9.116326513052455e+28,3.0387755043508184e+28,1,3.577438555136023e+38,3.513742248691142e+37,3.842488735109763e+37,0
Cen X-4,NS,1.87,59118.62333,QS,6.910104266617288e+25,2.303368088872429e+25,1,1.4625745111781706e+32,4.439426818055225e+31,6.3873684028021165e+31,0
Cen X-4,NS,1.87,59221.4352,QS,3.6961022821441314e+26,1.232034094048044e+26,1,2.846978786030146e+33,6.414349793317015e+32,8.792414379648227e+32,0
Cen X-4,NS,1.87,59223.3652,QS,2.892601786025841e+26,9.642005953419471e+25,1,1.2887563061903795e+33,2.051521331220222e+32,2.7859402246223523e+32,0
Cen X-4,NS,1.87,59230.3252,QS,2.571201587578525e+26,8.570671958595084e+25,1,8.474218724933445e+32,2.392322932940574e+32,3.1851563294994523e+32,0
EXO 1846-031,candidateBH,4.5,58699.839,HS,2.1403549204557933e+29,1.133066267625297e+28,0,2.6302140136254597e+37,2.610177897430902e+36,3.0276721579961463e+36,0
EXO 1846-031,candidateBH,4.5,58705.803,IMS,9.554048050730207e+29,4.799630981153063e+28,0,8.327917361758138e+37,8.229361802697273e+36,9.19262031978655e+36,0
EXO 1846-031,candidateBH,4.5,58711.904,IMS,3.84643492951476e+29,1.978702714678659e+28,0,5.091083796824953e+37,7.258068258577864e+36,8.715080247873116e+36,0
EXO 1846-031,candidateBH,4.5,58718.695,SS,1.675060372530621e+29,8.931285450262286e+27,0,4.0078788453265847e+37,3.86562332224462e+36,4.409638239807233e+36,0
EXO 1846-031,candidateBH,4.5,58726.779,SS,5.64557384815876e+29,2.855997324477432e+28,0,6.130888236315519e+37,5.346817893157146e+36,5.96236636939101e+36,0
EXO 1846-031,candidateBH,4.5,58747.654,SS,6.700241490122484e+29,3.378150929896178e+28,0,6.407242672302785e+37,5.132434321410792e+36,5.600213481214027e+36,0
EXO 1846-031,candidateBH,4.5,58804.439,SS,1.2407854611337935e+28,3.1938176891561896e+27,0,9.286800094204878e+36,8.770234334860252e+35,9.516211827446392e+35,0
GRS 1739-278,candidateBH,8.0,60125.06613,SS,1.039196119547118e+29,5.553624467003731e+27,0,3.041966696629783e+37,3.002746951341476e+36,3.251741624727656e+36,0
GRS 1739-278,candidateBH,8.0,60132.91834,SS,1.7842801297884476e+28,2.516354028583549e+27,0,2.239152813567324e+37,2.257412305056855e+36,2.561582154391677e+36,0
GRS 1739-278,candidateBH,8.0,60141.72942,SS,1.176448437223152e+28,3.9214947907438407e+27,1,1.5103776004115786e+37,1.6065381720607133e+36,1.7686348172494075e+36,0
GRS 1739-278,candidateBH,8.0,60146.73292,SS,1.176448437223152e+28,3.9214947907438407e+27,1,9.064689009428856e+36,9.103708424889088e+35,9.63984724482094e+35,0
GRS 1739-278,candidateBH,8.0,60160.8327,HS,3.5587565226000355e+28,2.647775924289071e+27,0,3.76377383589102e+35,5.557273911677223e+34,6.750066365746275e+34,0
GX 339-4,BH,10.0,58369.74759,QS,1.8427961848690784e+28,6.142653949563597e+27,1,3.609403758701179e+33,1.7193273090174936e+33,3.198453945234948e+33,0
GX 339-4,BH,10.0,58382.69995,QS,1.2031023471289896e+28,4.010341157096632e+27,1,5.295439931554575e+33,1.574203831664965e+33,2.256320521345803e+33,0
GX 339-4,BH,10.0,58389.69665,QS,1.6222121028897373e+28,5.407373676299124e+27,1,7.310371654949276e+33,2.4623465890125136e+33,3.7253017726558216e+33,0
GX 339-4,BH,10.0,58396.6422,QS,1.2743326236014852e+28,4.247775412004951e+27,1,9.68047439902928e+33,2.4984660125983423e+33,3.472017242132632e+33,0
GX 339-4,BH,10.0,58402.68382,QS,1.2623843191609376e+28,4.2079477305364585e+27,1,9.195931188303204e+33,2.123389031702164e+33,2.721454184612106e+33,0
GX 339-4,BH,10.0,58403.6191,QS,2.0587847651405163e+28,6.862615883801721e+27,1,8.798578586781249e+33,2.1532680116285364e+33,2.9548377429119777e+33,0
GX 339-4,BH,10.0,58410.5777,QS,1.2959314816286288e+28,4.3197716054287633e+27,1,2.3555448601916144e+33,1.078931598481536e+33,2.017133315196695e+33,0
GX 339-4,BH,10.0,58418.49754,QS,1.1888562918344902e+28,3.962854306114968e+27,1,5.316090409837356e+33,1.7037169086893908e+33,2.4115676669224143e+33,0
GX 339-4,BH,10.0,58509.36449,HS,6.372429034958742e+29,3.285766224632869e+28,0,8.056142650067786e+36,6.686765375066514e+35,7.631379060667286e+35,0
GX 339-4,BH,10.0,58515.18948,HS,6.464339069116801e+29,3.3382470773247566e+28,0,6.741654417500735e+36,6.594989416712743e+35,6.621383573120414e+35,0
GX 339-4,BH,10.0,58523.24712,HS,6.127335610537252e+29,3.217172499883052e+28,0,6.901661096478417e+36,3.98064761977373e+35,4.226543998417988e+35,0
GX 339-4,BH,10.0,58537.11945,HS,5.23887194700935e+29,2.7520627085446997e+28,0,6.649582056375753e+36,4.6055158285760505e+35,5.001440749982464e+35,0
GX 339-4,BH,10.0,58543.10406,HS,4.641456724981967e+29,2.443371592737154e+28,0,5.3086905864642727e+36,3.773094923931155e+35,4.070421410317733e+35,0
GX 339-4,BH,10.0,58551.05809,HS,4.610820046929281e+29,2.453483900183817e+28,0,4.778007078146685e+36,2.9211082692050093e+35,3.075960961847067e+35,0
GX 339-4,BH,10.0,58560.10035,HS,4.365726622507792e+29,2.408207084008138e+28,0,4.3357946368860336e+36,2.6401101938398533e+35,2.7714498044342963e+35,0
GX 339-4,BH,10.0,58567.10024,HS,3.76831140048041e+29,2.0837789441767288e+28,0,4.041142869109229e+36,3.0047741547614635e+35,3.205198316046006e+35,0
GX 339-4,BH,10.0,58574.08638,HS,3.3393979077428025e+29,1.9487648706030093e+28,0,3.25905138864831e+36,2.2980069687314497e+35,2.49087183294398e+35,0
GX 339-4,BH,10.0,58582.07977,HS,3.0177127881895963e+29,1.8581902931948975e+28,0,2.917327775908225e+36,2.6394643388142137e+35,2.8726481870976537e+35,0
GX 339-4,BH,10.0,58588.07977,HS,2.4968892612939305e+29,1.5095684899457778e+28,0,1.9608379374506385e+36,2.192818248256032e+35,2.526689890805189e+35,0
GX 339-4,BH,10.0,58614.93467,HS,1.440996152208098e+29,1.1630293148926325e+28,0,5.527829339379642e+35,5.526871642422211e+34,5.962915324657838e+34,0
GX 339-4,BH,10.0,58621.91388,HS,1.2308285407666704e+29,1.2629996653832371e+28,0,3.301376510630821e+35,3.772807244653991e+34,4.0225009442323073e+34,0
GX 339-4,BH,10.0,58634.90691,HS,7.712783699763765e+28,1.0720507173250294e+28,0,1.9920372361035302e+35,2.769984805713182e+34,3.395356694662356e+34,0
GX 339-4,BH,10.0,58658.80788,HS,6.099762600289835e+28,8.658342179775318e+27,0,1.6502994448994294e+35,2.7222563646420803e+34,3.315687354461592e+34,0
GX 339-4,BH,10.0,58664.73464,HS,6.15490862078467e+28,9.229026707323388e+27,0,2.005048914925549e+35,3.2104664890985164e+34,3.797732330269561e+34,0
GX 339-4,BH,10.0,58671.87165,HS,7.38037574289212e+28,9.141709699970392e+27,0,2.4106574384399583e+35,4.511988020209085e+34,5.4286700948353455e+34,0
GX 339-4,BH,10.0,58678.92249,HS,7.8858809307614435e+28,9.011764137539302e+27,0,3.690780940072e+35,3.5109689276002765e+34,3.914392326008016e+34,0
GX 339-4,BH,10.0,58686.86963,HS,1.0872957040898354e+29,1.044209734462908e+28,0,5.185541852538757e+35,6.428670209756752e+34,7.249605892482189e+34,0
GX 339-4,BH,10.0,58699.72388,HS,1.1545432124154818e+29,1.1989591860478565e+28,0,4.843644555648299e+35,8.16248315264502e+34,9.862754920862849e+34,0
GX 339-4,BH,10.0,58705.77584,HS,1.1942177104937103e+29,1.0214300624794506e+28,0,6.672581122930194e+35,8.67226105197405e+34,9.942716580052288e+34,0
GX 339-4,BH,10.0,58711.8776,HS,1.4673436953334085e+29,1.1125682348414984e+28,0,9.188087457034984e+35,1.082482988244114e+35,1.1948490534539743e+35,0
GX 339-4,BH,10.0,58718.66876,HS,2.1598858027143816e+29,1.8455604533854717e+28,0,1.6663471205297533e+36,2.3155473530847395e+35,2.6410883561971863e+35,0
GX 339-4,BH,10.0,58726.75162,HS,2.9870761101369105e+29,1.7308136968985707e+28,0,2.8618812559153536e+36,2.989382443480521e+35,3.436012804082103e+35,0
GX 339-4,BH,10.0,58733.66452,HS,3.96744980782287e+29,2.168618613910196e+28,0,5.344149291131998e+36,5.238980861610403e+35,5.789850623561234e+35,0
GX 339-4,BH,10.0,58740.74153,HS,4.534228351797566e+29,2.4148859846444067e+28,0,5.350662979524193e+36,5.9007315123029005e+35,6.70647418003646e+35,0
GX 339-4,BH,10.0,58747.61419,HS,5.009096861614203e+29,2.653901241616421e+28,0,6.741952795872666e+36,6.711737435311932e+35,7.704809824732586e+35,0
GX 339-4,BH,10.0,58755.63859,HS,5.8209688300103885e+29,3.055403520650917e+28,0,1.0223157613399512e+37,1.1307420667482664e+36,1.2262683571353024e+36,0
GX 339-4,BH,10.0,58762.65596,HS,6.081380593458223e+29,3.173914378854925e+28,0,1.187980621227991e+37,1.2847724961930836e+36,1.384594012097719e+36,0
GX 339-4,BH,10.0,58768.73448,HS,6.0354255763791926e+29,3.2333904151743816e+28,0,1.1657579974632412e+37,1.1120316140778572e+36,1.2460838221103293e+36,0
GX 339-4,BH,10.0,58775.60541,HS,5.9435155422211336e+29,3.108836431815935e+28,0,1.3325835129156625e+37,1.2574926482275452e+36,1.344773925515416e+36,0
GX 339-4,BH,10.0,58782.58658,HS,5.744377134878674e+29,3.0175343281510014e+28,0,1.3329471600524588e+37,1.2641820803937688e+36,1.379580598044757e+36,0
GX 339-4,BH,10.0,58873.20673,SS,9.436096840227368e+30,4.7212508182421285e+29,0,1.3507903236266697e+38,1.33671761557827e+37,1.480482375055804e+37,0
GX 339-4,BH,10.0,58887.17309,SS,6.663477476459263e+30,3.334427609882307e+29,0,9.472197504713257e+37,9.522331256991958e+36,1.0706324077626799e+37,0
GX 339-4,BH,10.0,58894.13512,SS,4.166588215165331e+30,2.086276705833653e+29,0,8.503980310000235e+37,8.393841077852527e+36,9.251652199262907e+36,0
GX 339-4,BH,10.0,58900.26135,SS,2.864529397926165e+30,1.4355535957087454e+29,0,7.994864130733062e+37,7.279761628971363e+36,8.13730299204082e+36,0
GX 339-4,BH,10.0,58910.17206,SS,2.3896608881095284e+30,1.1982552822603822e+29,0,6.324742991514129e+37,4.530879802636241e+36,5.175107185608388e+36,0
GX 339-4,BH,10.0,58917.11396,SS,2.2824325149251264e+30,1.145740039247711e+29,0,6.038635573125611e+37,5.086606165306047e+36,5.498794014698263e+36,0
GX 339-4,BH,10.0,58922.3326,IMS,2.4049792271358716e+30,1.2069007076557152e+29,0,5.593848580651446e+37,5.569297306037592e+36,6.194458136086773e+36,0
GX 339-4,BH,10.0,58929.08,IMS,2.757301024741764e+30,1.3818864498031517e+29,0,5.588795843731384e+37,5.640717740833484e+36,6.007266271270696e+36,0
GX 339-4,BH,10.0,58937.32745,IMS,2.4049792271358716e+30,1.2071125344024906e+29,0,3.679102925011431e+37,3.5233106987763776e+36,4.16053790133096e+36,0
GX 339-4,BH,10.0,58942.1455,IMS,1.654380614845058e+30,8.35906981160864e+28,0,3.347006234940461e+37,2.940012944825007e+36,3.1876937909654084e+36,0
GX 339-4,BH,10.0,58949.25972,IMS,1.746290649003117e+30,8.77716177506332e+28,0,2.399960920059796e+37,1.936711745635868e+36,1.961036435658003e+36,0
GX 339-4,BH,10.0,58957.10876,IMS,1.5103882279974325e+30,7.604742470167554e+28,0,7.636798798489671e+36,7.320139672686254e+35,8.330645657610936e+35,0
GX 339-4,BH,10.0,58964.16597,HS,1.1932986101521298e+30,6.037804698681104e+28,0,3.262800955485826e+36,2.667784105807398e+35,2.825145689959872e+35,0
GX 339-4,BH,10.0,58970.98595,HS,8.700816566962899e+29,4.450918898565392e+28,0,1.8339632116396537e+36,2.541698579005808e+35,3.088543521329775e+35,0
GX 339-4,BH,10.0,58978.13848,HS,6.55624910327486e+29,3.39799847436511e+28,0,1.218361680629598e+36,1.876334262737449e+35,2.211268597523905e+35,0
GX 339-4,BH,10.0,58986.13856,HS,8.853999957226329e+29,4.514972522734041e+28,0,1.347011354438029e+36,1.6594059462911423e+35,1.9075487409771957e+35,0
GX 339-4,BH,10.0,58992.01214,HS,5.790332151957703e+29,3.133785124552648e+28,0,8.645313182932377e+35,1.1150928383792938e+35,1.3125362843065406e+35,0
GX 339-4,BH,10.0,59001.10205,HS,4.610820046929281e+29,2.4824340834806075e+28,0,5.8387964837917776e+35,6.84722819302983e+34,7.722770292003834e+34,0
GX 339-4,BH,10.0,59008.14909,HS,3.81426641755944e+29,2.093067037251685e+28,0,3.76463380091408e+35,4.2990591922402805e+34,4.789649299605962e+34,0
GX 339-4,BH,10.0,59014.87091,HS,3.002394449163253e+29,1.7103287383116105e+28,0,2.7729906404451862e+35,4.825728087113665e+34,5.760746114632769e+34,0
GX 339-4,BH,10.0,59019.03753,HS,2.619435973504675e+29,1.56480113478656e+28,0,3.863066609749639e+35,7.485753686874722e+34,8.900262493843267e+34,0
GX 339-4,BH,10.0,59026.98552,HS,2.359024210056842e+29,1.2893820039370097e+28,0,2.729875430295397e+35,3.729284159200549e+34,4.404349040188491e+34,0
GX 339-4,BH,10.0,59034.82418,HS,2.1598858027143816e+29,1.1840927440890118e+28,0,2.922046628721057e+35,4.59603436369652e+34,5.370700719865332e+34,0
GX 339-4,BH,10.0,59042.81444,HS,1.8535190221875185e+29,1.04344090860477e+28,0,2.1878974843338145e+35,2.6362098494182047e+34,3.006834947496857e+34,0
GX 339-4,BH,10.0,59049.81741,HS,1.807564005108489e+29,1.0377979676450146e+28,0,2.120407915980991e+35,2.884882667044528e+34,3.317709334965068e+34,0
GX 339-4,BH,10.0,59054.89148,HS,1.5042608923868951e+29,8.735228265154323e+27,0,1.710952736095172e+35,2.4128681788572914e+34,2.737870873689357e+34,0
GX 339-4,BH,10.0,59062.70781,HS,1.306654318947069e+29,8.10383931018478e+27,0,1.3298613624689736e+35,2.526109580950648e+34,3.0074926194863784e+34,0
GX 339-4,BH,10.0,59069.69732,HS,1.2729539730891138e+29,8.108948362673904e+27,0,1.259740935577872e+35,1.690493633885103e+34,1.8876566996104095e+34,0
GX 339-4,BH,10.0,59076.77035,HS,9.895647011017662e+28,7.420308413059585e+27,0,8.173278021622827e+34,1.3950192439787726e+34,1.7092083141637548e+34,0
GX 339-4,BH,10.0,59091.67337,HS,5.621830422667928e+28,5.985870059203111e+27,0,1.0323721225157872e+34,2.796249438864589e+33,3.70684145793514e+33,0
GX 339-4,BH,10.0,59096.86467,HS,5.146961912851292e+28,6.141106640641948e+27,0,1.1510766294326356e+34,3.016889696947289e+33,4.177198997628845e+33,0
GX 339-4,BH,10.0,59118.79093,HS,2.879847736952509e+28,5.138383789129036e+27,0,8.68137907861655e+33,2.809576444208994e+33,4.138327774834543e+33,0
GX 339-4,BH,10.0,59132.66506,HS,3.6917197053486943e+28,5.20923199196819e+27,0,2.84926592125853e+33,1.5949091271024233e+33,3.4460745479473626e+33,0
GX 339-4,BH,10.0,59238.48995,HS,4.089996520033616e+29,2.1370318255964328e+28,0,6.00557013968184e+36,4.386553291583401e+35,4.6055704051112135e+35,0
GX 339-4,BH,10.0,59244.21015,HS,5.928197203194792e+29,3.010039586577435e+28,0,1.314871238099758e+37,1.4361131064036928e+36,1.612171253109422e+36,0
GX 339-4,BH,10.0,59251.44824,HS,9.145048398726848e+29,4.603670865743975e+28,0,2.6849886947618854e+37,2.6996489997800066e+36,3.037448147070816e+36,0
GX 339-4,BH,10.0,59260.42055,HS,1.4322646989630823e+30,7.188543975512511e+28,0,4.511069786671948e+37,4.01541837913348e+36,5.027928667579821e+36,0
GX 339-4,BH,10.0,59265.45867,HS,1.5931072587396856e+30,7.990741626983568e+28,0,4.124526401253581e+37,4.164425928651552e+36,4.6093972581670046e+36,0
GX 339-4,BH,10.0,59273.30386,HS,1.669698953871401e+30,8.365889523630074e+28,0,5.158008917573581e+37,5.100790044053315e+36,5.692638429835981e+36,0
GX 339-4,BH,10.0,59279.21297,HS,1.792245666082146e+30,8.974375306736861e+28,0,4.133883884311524e+37,4.16035489399676e+36,4.608663924968397e+36,0
GX 339-4,BH,10.0,59281.24699,HS,2.0526574295299797e+30,1.0271679195290366e+29,0,5.29571180527675e+37,5.229410875762678e+36,5.907936545580744e+36,0
GX 339-4,BH,10.0,59286.10265,HS,1.884155700240205e+30,9.437537673657455e+28,0,4.401761505814299e+37,4.518848761997695e+36,4.996558761903677e+36,0
GX 339-4,BH,10.0,59293.14299,HS,2.3283875320041557e+30,1.1652708826427458e+29,0,6.620265455361719e+37,6.504603294204586e+36,7.024805385141103e+36,0
GX 339-4,BH,10.0,59301.28175,IMS,7.199619342381271e+29,3.635342653759754e+28,0,1.2944158507465236e+38,1.0793476073581449e+37,1.4212676677831203e+37,0
GX 339-4,BH,10.0,59309.17674,IMS,1.8075640051084892e+30,9.052290243533869e+28,0,2.1147674863032517e+38,1.7352920794476917e+37,2.0154868433599743e+37,0
GX 339-4,BH,10.0,59314.07361,SS,4.273816588349733e+30,2.1380050528658733e+29,0,2.0503906540798788e+38,1.746612981538992e+37,1.9060340728683368e+37,0
GX 339-4,BH,10.0,59322.99552,SS,3.707038044375038e+30,1.8543437565784027e+29,0,2.4156439767513734e+38,1.9129578843595544e+37,2.117684049886112e+37,0
GX 339-4,BH,10.0,59328.0165,SS,1.8075640051084892e+30,9.05255114252802e+28,0,2.216792129754859e+38,2.173273712030873e+37,2.547917447794236e+37,0
GX 339-4,BH,10.0,59335.06897,SS,3.3240795687164586e+30,1.6629442661764267e+29,0,2.5022789288270182e+38,2.438326829575542e+37,2.7407434911644744e+37,0
GX 339-4,BH,10.0,59341.10074,SS,2.221159158819754e+30,1.1118145439460377e+29,0,2.4470421532962235e+38,2.306318514561296e+37,2.5798875307265224e+37,0
GX 339-4,BH,10.0,59349.91249,SS,1.884155700240205e+30,9.434331087239534e+28,0,2.3830247555136417e+38,2.325634367451264e+37,2.690095794313624e+37,0
GX 339-4,BH,10.0,59356.02457,SS,1.838200683161176e+30,9.205403628232647e+28,0,2.1659099391570585e+38,2.1622149885616187e+37,2.3140987715903777e+37,0
GX 339-4,BH,10.0,59361.95779,SS,1.300526983336532e+30,6.534838977429325e+28,0,1.8929315867981017e+38,1.6315771067093594e+37,1.785879009797372e+37,0
GX 339-4,BH,10.0,59370.89962,SS,7.567259479013507e+29,3.847567929303818e+28,0,2.258861831754428e+38,2.2111454668220666e+37,2.452545872676022e+37,0
GX 339-4,BH,10.0,59384.90198,SS,4.396363300560479e+29,2.254531676716717e+28,0,1.6336853059716328e+38,1.571530956263425e+37,1.719020564248712e+37,0
GX 339-4,BH,10.0,59392.02533,SS,3.262806212611087e+29,1.7092919027394175e+28,0,1.6241456935296037e+38,1.6275098040447512e+37,1.7430877460985543e+37,0
GX 339-4,BH,10.0,59421.69464,SS,7.7005290285426915e+28,6.713170499693636e+27,0,1.1210129652346351e+38,9.774518059348784e+36,1.0639700631670776e+37,0
GX 339-4,BH,10.0,59426.85107,SS,6.1503131190767685e+28,5.631746510649179e+27,0,1.0354019407696708e+38,8.97558893267614e+36,9.719173166707028e+36,0
GX 339-4,BH,10.0,59433.8276,SS,5.915942531973717e+28,5.777747915873443e+27,0,9.09229795904245e+37,6.78636146583502e+36,7.563215069415119e+36,0
GX 339-4,BH,10.0,59441.00347,SS,6.156440454687305e+28,5.95782771811537e+27,0,7.950931292564498e+37,5.952909528502653e+36,6.668590247139137e+36,0
GX 339-4,BH,10.0,59448.63946,SS,6.668072978167165e+28,6.081120571634572e+27,0,7.7810922647968e+37,6.930653986707124e+36,7.679993587545254e+36,0
GX 339-4,BH,10.0,59454.64299,SS,5.986406891494896e+28,6.24765100359223e+27,0,7.401171558276728e+37,6.494824364856677e+36,6.823832787208407e+36,0
GX 339-4,BH,10.0,59462.71478,SS,9.532602376093328e+28,7.059981701957814e+27,0,6.534659581606319e+37,6.230445686968313e+36,6.969608243700155e+36,0
GX 339-4,BH,10.0,59470.6125,SS,6.461275401311532e+28,6.312100177117989e+27,0,4.563750605486263e+37,3.7161658906553664e+36,4.32230737611652e+36,0
